"Author_id","Isbn"
"305","0449207544"
"306","0515128554"
"146","0517577402"
"307","0590450875"
"308","0590481371"
"309","067103619X"
"310","0684177730"
"311","0684180200"
"309","0743411269"
"312","0743470389"
"313","076218857X"
"314","0767905938"
"315","0800706544"
"316","0801096677"
"317","0849953014"
"318","0891091963"
"319","0915811537"
"320","0927545373"
"321","1575024179"
"322","1880185008"
"323","0140345809"
"324","0156528207"
"325","0380012863"
"326","0451154916"
"327","0785815147"
"328","0875421288"
"329","1567184294"
"330","156718796X"
"331","1862047626"
"332","0020437501"
"333","0198320264"
"334","0373196989"
"335","0373245580"
"336","0451527747"
"45","0671867113"
"337","0812504208"
"122","0060173289"
"338","0060973897"
"255","006101351X"
"339","0140104682"
"340","0312143370"
"341","0316666343"
"342","039456894X"
"343","0440224675"
"344","0449002632"
"345","0449213773"
"346","0452279690"
"345","0553569058"
"347","0679427430"
"348","0679725393"
"349","0802114369"
"350","0803233019"
"351","0819154946"
"352","0897322339"
"353","0940322978"
"354","1573225126"
"355","1579651658"
"356","1878424319"
"357","0600586898"
"358","1853260622"
"359","1857938011"
"360","0060804157"
"361","0140382658"
"362","0152012966"
"363","0312283784"
"156","0345297709"
"156","0345313097"
"364","0345335465"
"365","0345416848"
"366","0385333404"
"19","044021145X"
"367","0449212084"
"368","0553582682"
"369","0590947257"
"370","074345829X"
"371","0786913878"
"372","0801491827"
"373","0816729913"
"374","0843136685"
"375","0866119531"
"376","0866119566"
"377","0870441663"
"378","1561561428"
"379","0553210092"
"364","0553258524"
"278","0688163726"
"380","1569471096"
"381","055358099X"
"341","0316168815"
"382","014023828X"
"383","0316314927"
"292","0345424719"
"384","0375414746"
"385","0375726403"
"345","0385503857"
"386","0425156842"
"387","0440226104"
"388","0452277337"
"44","0553802488"
"389","0671021001"
"390","0767903579"
"391","0805063897"
"392","0679777431"
"393","0553285343"
"394","0486285529"
"149","0671002481"
"395","0812523385"
"396","0895774666"
"397","0020199090"
"398","0385495145"
"399","0679733825"
"50","0842329129"
"400","0345451260"
"401","0740700235"
"402","0380973545"
"403","0393321576"
"114","0743424425"
"404","0786868015"
"405","0446610178"
"406","0684854953"
"45","0743229878"
"407","0380617625"
"408","0380732335"
"409","0385337132"
"410","0440235057"
"410","0445402040"
"411","0618119760"
"412","0871138646"
"413","0026329859"
"414","0060621257"
"39","0060915544"
"39","0060917016"
"415","0060925000"
"240","0060932759"
"123","0061000280"
"416","0192815318"
"417","0312195516"
"418","0380792664"
"419","0393048977"
"153","0399137807"
"46","039914739X"
"48","0451203046"
"420","0451410556"
"421","0451523318"
"422","0486281965"
"423","0486292940"
"424","051762639X"
"348","0684824442"
"425","0743458303"
"426","081296666X"
"427","0819215635"
"428","0880011025"
"429","1561011525"
"430","1877727083"
"431","0486206173"
"432","0312278586"
"433","0140370900"
"434","0674511255"
"435","0030096189"
"436","0312965745"
"437","0345374657"
"438","0395710901"
"439","080521061X"
"440","0823032612"
"441","0679310002"
"442","0312288115"
"443","0316171107"
"444","0380710218"
"445","0515118656"
"446","0553289063"
"447","0671000306"
"45","0671673688"
"448","1561672033"
"449","0425178242"
"450","0618173870"
"211","0156027321"
"451","0375403582"
"452","0385721420"
"453","0451202341"
"454","0743418190"
"455","0385335407"
"456","0965746828"
"457","0060923245"
"458","0486272664"
"459","0786015276"
"460","0060913509"
"306","0553272837"
"461","0440225078"
"462","0312145543"
"44","0425181111"
"463","0380732688"
"464","0140286276"
"306","0373484100"
"304","0449907481"
"465","0553107305"
"466","080213825X"
"306","0515127833"
"467","0345441133"
"468","0515134279"
"469","0945586051"
"19","0385490992"
"19","0385424728"
"470","0312980388"
"471","0590419625"
"19","0385472951"
"472","0451195663"
"473","0425182878"
"474","0553564528"
"474","055356451X"
"45","0743412621"
"475","0849943728"
"476","0849943450"
"475","084994371X"
"477","0590406019"
"478","0020442408"
"479","0553225987"
"480","042517736X"
"110","0671868713"
"481","038549825X"
"482","0553202294"
"483","0345313860"
"483","0345369947"
"484","067170124X"
"485","0345353625"
"486","0308102282"
"487","006017143X"
"488","0805056491"
"489","0679401377"
"490","1562827049"
"455","0385306032"
"491","0816152446"
"492","0821772953"
"493","0345379454"
"132","0553576925"
"45","0743206053"
"494","0688169678"
"495","0439319552"
"496","0590870157"
"497","0307001164"
"498","0440441501"
"499","0590687301"
"500","0439061644"
"501","0439569842"
"502","0307118703"
"503","0590418858"
"504","030720152X"
"505","0816728739"
"506","0865050880"
"507","0812519655"
"507","0812524853"
"508","0449211770"
"509","193072229X"
"507","0812521129"
"510","0345251733"
"511","1400077826"
"512","0312995431"
"512","0312312628"
"513","0446394521"
"514","0590021117"
"515","068484267X"
"516","0553578693"
"517","0380709260"
"518","0807565288"
"512","0312986769"
"73","0345413377"
"73","0345413369"
"73","0679893105"
"519","0061096091"
"493","0345369068"
"493","0451184718"
"508","0449209121"
"520","0060938455"
"521","080411952X"
"522","0060575808"
"522","0060558865"
"523","0767912918"
"524","0553298860"
"525","0385335679"
"48","0440122090"
"526","0671525832"
"157","0553279572"
"527","0061009059"
"528","0060930187"
"529","0516076272"
"183","0679450432"
"530","0821775863"
"530","0821770209"
"531","0670855758"
"532","0553562819"
"182","0446364193"
"533","0446519138"
"534","0425179672"
"535","0061042943"
"536","0399144463"
"126","0965404560"
"537","006015781X"
"538","0060930705"
"539","0312206763"
"540","0316116025"
"541","0156013967"
"542","0385314019"
"543","0743444167"
"544","0618231617"
"545","1567920047"
"546","0811203220"
"547","1573229148"
"548","0787955671"
"549","0425174484"
"550","0385496907"
"551","0446523992"
"552","0140185216"
"553","0684717255"
"554","0486272745"
"555","0062507249"
"556","0684801221"
"557","1576737357"
"558","0060083298"
"559","0446672211"
"560","0140293248"
"561","0807070718"
"562","0743213831"
"563","0345305477"
"564","0061080519"
"565","0142000205"
"566","0316735027"
"567","193156146X"
"109","015600710X"
"568","0062517856"
"36","0679767789"
"569","0449911683"
"570","0425169626"
"569","0449207757"
"569","0449245691"
"571","0140029400"
"571","0140021566"
"572","2253004022"
"573","2253005274"
"574","225300670X"
"575","2266084372"
"576","2070362388"
"577","2266029460"
"578","2253007102"
"579","2070417743"
"580","2266033689"
"581","2070384349"
"582","207053880X"
"583","2070334368"
"584","2290314951"
"585","229000510X"
"586","3492207006"
"587","3499177757"
"588","3889774016"
"589","3502670005"
"590","0905762487"
"588","3499222604"
"591","3746670055"
"41","0140620427"
"592","3596144434"
"593","3442724686"
"107","0385504209"
"196","0446525502"
"594","0385500769"
"595","0399147012"
"150","0670892963"
"282","0688180639"
"109","0316789089"
"596","0451197275"
"272","0425184129"
"597","0151001006"
"19","0385505833"
"598","0679442790"
"599","0525943862"
"467","0609605925"
"600","0060191929"
"45","0743206045"
"309","0684864843"
"601","0684867818"
"602","0743406176"
"603","0380978539"
"292","0679603352"
"604","0679410430"
"196","0446523569"
"605","0671042556"
"183","0679450440"
"606","0140107649"
"607","0609606727"
"196","0446527793"
"196","0446531332"
"608","1570717257"
"609","0060192631"
"610","0385420161"
"611","0345339711"
"612","052594463X"
"255","039304016X"
"306","0399147128"
"613","0670031046"
"614","0394574745"
"182","0316969443"
"615","0743230051"
"616","0316693200"
"601","0684868911"
"617","0842336214"
"618","0399148582"
"309","0684864320"
"599","0525944834"
"619","0345428900"
"620","0451176812"
"112","0671525794"
"305","0718144538"
"621","0446602086"
"622","0394551427"
"623","0064407667"
"624","0007100221"
"625","2253148539"
"626","2253043974"
"627","2020315491"
"628","0747549923"
"629","0743462335"
"630","0140253580"
"631","0947782141"
"632","057120354X"
"633","0349101779"
"629","0743222229"
"634","185479549X"
"635","0140292918"
"636","1854795554"
"637","1858813093"
"638","2871290911"
"639","0198604025"
"640","1842151053"
"641","2253063339"
"642","1860198597"
"643","0767908473"
"644","1842040154"
"645","0140622063"
"632","0571209521"
"646","2264009306"
"647","1841952931"
"648","0890877564"
"649","1405200677"
"650","0416196772"
"651","0747538069"
"652","0375501347"
"457","0060927240"
"653","0316776963"
"654","156341029X"
"245","0060934719"
"655","1886383421"
"656","1888451084"
"657","0451450256"
"658","1555835953"
"659","0395877563"
"660","0962893862"
"661","1555834531"
"662","0393318435"
"663","0889740828"
"346","1563410443"
"664","1563899388"
"665","1563411148"
"666","0553579681"
"666","0553579673"
"44","0451181379"
"667","0786889160"
"668","0345370740"
"669","0553574175"
"669","0553574167"
"669","0553574159"
"670","0312287240"
"671","0679801146"
"672","0446300101"
"673","0821750410"
"44","0425142485"
"674","0451456548"
"675","0060006048"
"676","0312906552"
"677","0440117291"
"678","0425049981"
"679","0374386676"
"312","0786886463"
"680","0345395379"
"141","0380788497"
"681","0307215342"
"679","0374343381"
"682","0345403339"
"683","0440226694"
"683","0440219604"
"684","0767903285"
"685","0345429176"
"343","038529929X"
"686","1573229571"
"146","0345418778"
"687","0517201658"
"114","0743211383"
"279","039914370X"
"688","1884777805"
"689","0312977905"
"690","0812521331"
"44","0451205421"
"691","0894342789"
"692","0440218535"
"693","0449207595"
"694","0670844594"
"695","039457513X"
"696","0394559487"
"697","0804001944"
"698","0590897985"
"699","0689832877"
"700","0689829698"
"701","0439042917"
"702","0064409457"
"702","0064405052"
"703","043922165X"
"704","0152162445"
"704","0152162577"
"704","015216250X"
"705","1562477528"
"706","0439221676"
"707","0439221684"
"706","0439221714"
"706","0439221706"
"706","0439221730"
"708","0440415993"
"709","0895872102"
"710","068983585X"
"146","0345391802"
"711","0440219078"
"712","185424597X"
"713","2080105434"
"714","349913358X"
"715","3257201761"
"716","3404121686"
"717","3404118960"
"718","0345356578"
"718","0345346971"
"719","0753804700"
"114","0451155750"
"720","0786890436"
"721","0415928087"
"722","0521427150"
"723","0812923278"
"724","0884111342"
"725","0345428544"
"146","0671694049"
"726","080901582X"
"207","0449006557"
"727","0373250339"
"728","0380820447"
"729","0385497679"
"730","0451454243"
"731","0941423042"
"732","0373871562"
"84","0553101439"
"733","0898151910"
"734","0835949362"
"735","0880701102"
"117","039914563X"
"736","0312853238"
"737","0688048730"
"738","0425161722"
"19","0385493800"
"739","0849916399"
"740","1928791107"
"741","067175145X"
"19","0440211727"
"742","0877192820"
"743","0380002450"
"744","0793133955"
"745","0394178017"
"117","0425134350"
"746","0385479689"
"747","0380754851"
"748","0380538504"
"749","044661162X"
"526","0671742566"
"153","0515122408"
"750","0440222818"
"751","0451204050"
"752","038533334X"
"753","0449131548"
"754","0440120470"
"755","0451188209"
"191","0440130913"
"367","0449001954"
"183","0345404777"
"756","0451185277"
"455","0440224829"
"757","0671779338"
"445","0515134368"
"758","0380759497"
"759","3442098424"
"760","0394578791"
"761","1558505377"
"762","0373245696"
"763","0743201078"
"764","068983571X"
"765","0553256785"
"766","0892967994"
"767","0061064505"
"768","1551668785"
"769","0836230868"
"770","0381999866"
"771","0380817144"
"772","0380752115"
"773","0553212583"
"405","0446364762"
"480","0425166619"
"774","061312975X"
"775","0765341972"
"776","0590514776"
"777","0373037430"
"778","0064472779"
"779","0553581279"
"780","0373750013"
"781","0393030342"
"474","0553561618"
"782","0312422156"
"783","0425139069"
"784","0450029956"
"785","0130139165"
"786","0373196741"
"787","0451524489"
"788","0140065172"
"19","044022165X"
"789","0373123485"
"790","0373123108"
"791","0590225170"
"480","0399143165"
"792","044132231X"
"793","0425124347"
"794","0786889705"
"795","0312282990"
"796","0425137945"
"796","042512892X"
"796","0425113892"
"797","0394820371"
"798","0449134482"
"799","014036336X"
"800","0375821813"
"801","0812516826"
"802","0345348036"
"803","0679420118"
"804","0871137380"
"805","0741409690"
"805","0741407213"
"805","0759612277"
"805","0741402858"
"805","1585007366"
"805","074141127X"
"805","0741403471"
"805","0741403781"
"805","0741403056"
"805","0741405784"
"805","0741402912"
"201","0553568760"
"183","034538184X"
"806","0140620125"
"41","0140620109"
"807","0375420827"
"146","0671745530"
"808","0805062971"
"806","0553211412"
"809","0671510053"
"810","1573229385"
"811","0945397410"
"812","0385334036"
"179","0060914653"
"156","0345347536"
"813","055321313X"
"814","3473540420"
"815","0375507256"
"450","0060529709"
"816","0876850867"
"817","0140274154"
"818","0679743464"
"819","0375704027"
"820","0874067391"
"821","0590484753"
"822","0451527038"
"823","1590520777"
"821","0590484672"
"824","0975311255"
"825","0743237188"
"106","0553586122"
"516","0553584510"
"530","0345341201"
"826","1551662744"
"191","0440175623"
"191","0440216842"
"827","0345443284"
"828","0553285653"
"829","0394800133"
"830","0060972777"
"831","0064401472"
"54","0156001942"
"832","055326382X"
"292","0345418018"
"556","0684801469"
"833","0393961192"
"834","9997522052"
"835","0872203492"
"836","0312420145"
"837","0911104542"
"838","0375401318"
"839","0140253602"
"840","0671789422"
"841","1566193966"
"842","014016930X"
"843","0140077022"
"844","0679732764"
"240","0553273604"
"240","0553273914"
"845","0060256672"
"846","039592720X"
"847","1859671500"
"848","0810935627"
"122","0060928336"
"389","0671003755"
"849","0553268449"
"850","0684844729"
"851","0395051649"
"852","0375705228"
"121","038001503X"
"853","0835607860"
"854","158574218X"
"855","0806996021"
"856","0440215625"
"653","0316777730"
"857","0375501851"
"858","0877733759"
"859","0805019367"
"860","0140070206"
"861","0140236589"
"635","0140042393"
"862","1590520653"
"863","1590521994"
"864","3446202218"
"487","3499134446"
"865","067142517X"
"866","0671726889"
"182","0446601241"
"114","0451124340"
"483","0345384466"
"182","0446604801"
"483","0345422392"
"867","0679734775"
"868","0440414717"
"869","0689715625"
"779","0812539389"
"870","0152013369"
"796","0425124819"
"871","0345409469"
"872","1558747346"
"873","0373250177"
"874","0763615382"
"875","0965975401"
"876","0141001771"
"877","068930935X"
"878","0451523369"
"879","0786884622"
"880","0449005569"
"881","0671027344"
"882","0786927089"
"883","0684831058"
"884","006019491X"
"885","0684819066"
"886","0375420673"
"887","0140368558"
"888","0395353416"
"889","0066211611"
"890","0312254164"
"891","3453147243"
"892","3746611229"
"893","3492229336"
"894","3453177800"
"895","3423009152"
"896","3596133319"
"897","3822813397"
"898","3426871874"
"899","3453171977"
"900","3423620005"
"611","034537522X"
"901","0345375211"
"902","034545829X"
"817","0140042520"
"245","0380789035"
"903","0446677574"
"904","0345358791"
"487","0060964049"
"905","0380558483"
"906","1558171398"
"907","0425121046"
"908","0441317502"
"909","0804102279"
"910","0812551389"
"911","0345298985"
"718","0345316991"
"718","034531042X"
"718","0345310306"
"718","0345310292"
"718","034531011X"
"912","0679734058"
"595","0451130448"
"913","0553266500"
"343","0440206154"
"28","0345370775"
"914","0441366945"
"915","0553574833"
"916","0915950839"
"917","0060242388"
"918","0452265347"
"530","0743457943"
"306","0373484224"
"919","0553205757"
"920","0060171510"
"921","0312421001"
"922","0786000988"
"245","0380789019"
"923","0451135989"
"687","0380018179"
"924","0679004785"
"925","0684825821"
"926","0517395754"
"927","067101420X"
"180","0679457313"
"928","0394557433"
"929","0553571656"
"417","0312169787"
"930","0942257324"
"931","0805008950"
"932","0786866276"
"933","0151000638"
"934","0140266771"
"840","015644450X"
"604","0679723420"
"935","0441004016"
"936","0671500546"
"937","0140620338"
"938","0460878263"
"939","3257061269"
"940","3453210999"
"941","3404126661"
"942","3453177622"
"943","3453863593"
"944","3499108518"
"945","3518367064"
"881","3453199766"
"946","3746670144"
"891","3453088433"
"947","0425137015"
"948","0553572490"
"84","0553576976"
"949","0451450604"
"950","0441001335"
"951","0451454677"
"952","0373257074"
"953","0441435351"
"954","0373092237"
"955","0373057296"
"956","0373058446"
"633","0349103232"
"179","0571197779"
"957","0679745653"
"415","0571200389"
"958","0785268480"
"959","014044503X"
"960","0851707777"
"961","0006276199"
"961","0551031123"
"961","0551030682"
"962","0551032510"
"963","000649840X"
"66","0140431268"
"185","0099771519"
"964","0486265862"
"110","067102535X"
"816","0876855575"
"965","0330376136"
"966","0140272658"
"967","3407780028"
"967","3407780117"
"968","3257250398"
"968","3257250053"
"969","3257250460"
"970","3442435951"
"971","3442435838"
"972","3608919724"
"973","3453132262"
"974","379411664X"
"975","340780573X"
"976","3407805853"
"808","0385720920"
"808","0385498721"
"977","0972948503"
"978","0380813815"
"60","2070372294"
"979","2264030542"
"980","0030615321"
"981","0836217632"
"982","0140099832"
"213","0385314744"
"983","0316107417"
"984","0894803700"
"305","0449221164"
"985","0553801031"
"821","0590457225"
"986","0316929190"
"987","0553052845"
"988","0140390693"
"989","0439404371"
"990","0939766027"
"991","0679741011"
"992","0345307674"
"72","0425071421"
"364","0345297687"
"993","0766607119"
"994","1573225789"
"995","0380754843"
"364","0345368940"
"996","0345331605"
"997","0425050807"
"998","044100962X"
"999","0553296981"
"1000","1895383129"
"1001","0375724575"
"1002","067163884X"
"1003","0553140434"
"1004","0029087104"
"1005","0425050750"
"1006","0345285549"
"668","0345290240"
"156","0345301870"
"114","0451169530"
"58","067168390X"
"234","0385335881"
"234","0385335482"
"292","0553258001"
"1007","0671679627"
"1008","0375704043"
"732","0373871279"
"1009","0373484070"
"391","0805063889"
"1010","068986020X"
"1011","0671568809"
"1012","1573228567"
"381","0553582658"
"1013","051513399X"
"306","0373218400"
"1014","0449217868"
"1015","0671573020"
"1016","0517006456"
"1017","0786867086"
"1018","1569471800"
"1019","0374216495"
"1020","0312274572"
"1021","0316825336"
"1022","0871137631"
"1023","0679419152"
"123","0060192895"
"1024","0826308791"
"1025","0140259198"
"1026","0345435249"
"1027","0441003257"
"493","0451202503"
"196","0446606812"
"1028","0671028375"
"1029","0451181468"
"288","0399149759"
"1030","0345384733"
"1031","0671759361"
"1032","0830724982"
"480","0399146008"
"1033","3442720001"
"1034","0515132632"
"1035","044990671X"
"1036","0688124402"
"1037","0929587081"
"1038","155970117X"
"1039","0688105408"
"1040","0871130297"
"1041","0440500095"
"1042","1570362084"
"39","0060930535"
"1043","0375702709"
"1044","044990928X"
"1045","0671038184"
"1046","0060916508"
"1047","0756401453"
"1048","0963270702"
"1049","0399242562"
"1050","0552996009"
"1051","0708881297"
"635","0142000663"
"73","0590542443"
"73","0590112899"
"73","0590660543"
"292","0345361792"
"1052","0552999512"
"1053","041619513X"
"1054","0855030224"
"1055","0861638522"
"1056","0575073314"
"1056","0575073004"
"1057","0394404289"
"1058","000636988X"
"1059","1578562333"
"1060","0345458915"
"1061","038531258X"
"142","006092988X"
"1062","0140317937"
"1063","0743225406"
"1064","0553256696"
"1065","0785263780"
"1066","0802433243"
"36","0375413081"
"1067","1400034779"
"1068","038533303X"
"923","0451163753"
"1069","0440414520"
"1070","0786885688"
"1071","0671880187"
"1072","1558506454"
"1073","0895773538"
"1074","0385247745"
"191","0385293542"
"1075","0802069347"
"1076","0671721038"
"1077","0671311891"
"668","0345387007"
"1078","037570504X"
"1050","0767902521"
"1079","0892967048"
"1080","0553377868"
"1081","0472113658"
"1082","0609608444"
"1083","0670032425"
"1084","0915811332"
"15","1558744606"
"6","080410753X"
"337","0451526503"
"611","0345325818"
"1085","044023767X"
"1086","014131088X"
"1087","043909013X"
"1088","0140244824"
"1089","155643068X"
"1090","096478260X"
"1089","155643152X"
"1091","0553346768"
"1092","0884043142"
"1093","0743221990"
"1094","0312983212"
"1095","0553486411"
"1096","3478088534"
"1097","3821807059"
"1098","0865532168"
"1099","059040640X"
"1100","1566197155"
"1101","0805210318"
"1102","031227999X"
"19","0385508417"
"19","0385510438"
"1103","0848705459"
"288","0380723638"
"1104","0718001044"
"1105","0307132668"
"1106","0812515722"
"1107","0373169876"
"1108","0890842795"
"1109","0385324057"
"157","9505470010"
"1110","0609602535"
"447","0425185710"
"1111","0061030651"
"595","0425178773"
"1112","0553575619"
"1113","0671578391"
"1114","0425095584"
"1115","0451409086"
"1094","031298250X"
"1111","006109594X"
"146","0671527215"
"1116","0486203077"
"1117","0671522817"
"1118","0618074716"
"1119","1400062888"
"1120","0618045996"
"1121","0312303033"
"1122","1931520038"
"950","0671318314"
"849","0553377876"
"1123","1558612815"
"613","014025448X"
"296","0060934417"
"45","0671793489"
"1124","0174434642"
"1125","0679772677"
"87","0312983824"
"467","0449149676"
"467","0449006344"
"381","0553568183"
"1126","0451191153"
"812","0440224624"
"1127","0451523067"
"454","0743418174"
"237","0451526295"
"410","0440214424"
"237","0451187903"
"345","0385491050"
"309","0671036505"
"1128","0553213504"
"1129","0446605891"
"1130","0394758285"
"45","0671004565"
"1131","0345370805"
"1132","0375703055"
"1133","0156006529"
"466","0446673544"
"1134","0140256369"
"1135","0312243022"
"109","0316789844"
"1136","0679761837"
"345","0385490445"
"133","0380725398"
"1137","0345316770"
"511","0375700757"
"513","0070212570"
"1044","0385480016"
"600","0061098361"
"1137","0061093092"
"88","0821758950"
"1138","0679729917"
"420","0451411013"
"1139","0446611239"
"1140","0553580078"
"595","0425189414"
"1141","0812909372"
"1142","0451410912"
"109","0316781266"
"337","0486280616"
"1143","0743405978"
"114","0671032658"
"1144","0446607835"
"1145","0451402103"
"1146","0373250223"
"1147","0380817683"
"985","0671701053"
"1148","0671000381"
"1149","006101253X"
"1150","0671689231"
"778","0380814021"
"1151","0373711026"
"1152","0373710992"
"1153","0373711107"
"1154","0440217806"
"777","0373711123"
"1155","0373711115"
"1156","0373711131"
"123","0061098795"
"1157","0791423549"
"1158","0375725784"
"1159","0465016146"
"1159","0465016103"
"1160","0373226519"
"937","0380012774"
"641","225313922X"
"1161","0142004030"
"1162","0452281784"
"1163","0375704558"
"1164","038533656X"
"1165","0743230213"
"1166","0345436911"
"388","0452284481"
"1167","0802135196"
"542","0440217520"
